Common Name,Species Code
Cinnamon-tailed Sparrow,citspa1
Stripe-headed Sparrow,sthspa1
Black-chested Sparrow,blcspa1
Bridled Sparrow,brispa1
Botteri's Sparrow,botspa
Botteri's Sparrow (Botteri's),botspa1
Botteri's Sparrow (Peten),botspa2
Cassin's Sparrow,casspa
Botteri's/Cassin's Sparrow,y00646
Bachman's Sparrow,bacspa
Peucaea sp.,peucae1
Grasshopper Sparrow,graspa
Grassland Sparrow,graspa1
Yellow-browed Sparrow,yebspa1
Baird's Sparrow,baispa
Henslow's Sparrow,henspa
LeConte's Sparrow,lecspa
Nelson's Sparrow,nstspa
Nelson's Sparrow (Interior),nstspa1
Nelson's Sparrow (Atlantic Coast),nstspa2
Saltmarsh Sparrow,sstspa
Nelson's x Saltmarsh Sparrow (hybrid),x00450
Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow),shtspa
Seaside Sparrow,seaspa
Seaside Sparrow (Atlantic),seaspa1
Seaside Sparrow (Dusky),dusspa1
Seaside Sparrow (Gulf of Mexico),seaspa2
Seaside Sparrow (Cape Sable),cssspa1
Ammodramus sp.,ammodr1
Olive Sparrow,olispa
Olive Sparrow (Olive),olispa1
Olive Sparrow (Pacific),olispa2
Green-backed Sparrow,grbspa1
Olive/Green-backed Sparrow,y00921
Black-striped Sparrow,blsspa1
Tocuyo Sparrow,tocspa1
American Tree Sparrow,amtspa
Chipping Sparrow,chispa
Clay-colored Sparrow,clcspa
Chipping x Clay-colored Sparrow (hybrid),x00198
Black-chinned Sparrow,bkcspa
Field Sparrow,fiespa
Clay-colored x Field Sparrow (hybrid),x00200
Brewer's Sparrow,brespa
Brewer's Sparrow (breweri),brespa1
Brewer's Sparrow (Timberline),timspa3
Black-chinned x Brewer's Sparrow (hybrid),x00201
Clay-colored x Brewer's Sparrow (hybrid),x00199
Worthen's Sparrow,worspa
Spizella sp.,spizel1
American Tree Sparrow/Spizella sp.,spizel
Black-throated Sparrow,bktspa
Five-striped Sparrow,fisspa
Lark Sparrow,larspa
Lark Bunting,larbun
Costa Rican Brushfinch,sthbrf3
Sierra Nevada Brushfinch,sthbrf4
Perija Brushfinch,sthbrf5
Black-headed Brushfinch,sthbrf1
Caracas Brushfinch,sthbrf6
Paria Brushfinch,sthbrf7
Gray-browed Brushfinch,sthbrf8
White-browed Brushfinch,sthbrf2
stripe-headed brushfinch sp.,shbfin1
Orange-billed Sparrow,orbspa1
Orange-billed Sparrow (aurantiirostris Group),orbspa2
Orange-billed Sparrow (erythrorhynchus),orbspa3
Orange-billed Sparrow (spectabilis),orbspa4
Black-capped Sparrow,blcspa2
Black-capped Sparrow (Black-capped),bkcspa1
Black-capped Sparrow (Maraon),bkcspa2
Golden-winged Sparrow,gowspa1
Pectoral Sparrow,pecspa1
Pectoral Sparrow (Yellow-mandibled),pecspa2
Pectoral Sparrow (Pectoral),pecspa3
Sao Francisco Sparrow,safspa1
Half-collared Sparrow,hacspa1
Saffron-billed Sparrow,sabspa1
Green-striped Brushfinch,gsbfin1
Chestnut-capped Brushfinch,ccbfin
Chestnut-capped Brushfinch (Plain-breasted),chcbrf2
Chestnut-capped Brushfinch (Chestnut-capped),chcbrf1
Sooty-faced Finch,soffin1
Olive Finch,olifin1
Fox Sparrow,foxspa
Fox Sparrow (Sooty),foxsp2
Fox Sparrow (Thick-billed),foxsp4
Fox Sparrow (Slate-colored),foxsp3
Fox Sparrow (Red),foxsp1
Dark-eyed Junco,daejun
Dark-eyed Junco (Slate-colored/cismontanus),daejun5
Dark-eyed Junco (Slate-colored),slcjun
Dark-eyed Junco (cismontanus),daejun1
Dark-eyed Junco (Oregon),orejun
Dark-eyed Junco (Pink-sided),pisjun
Dark-eyed Junco (Oregon x Pink-sided),daejun3
Dark-eyed Junco (White-winged),whwjun
Dark-eyed Junco (Pink-sided x White-winged),daejun7
Dark-eyed Junco (Gray-headed),gyhjun
Dark-eyed Junco (Oregon x Gray-headed),daejun8
Dark-eyed Junco (Pink-sided x Gray-headed),daejun4
Dark-eyed Junco (Red-backed),rebjun1
Dark-eyed Junco (Gray-headed x Red-backed),daejun6
Guadalupe Junco,daejun2
Yellow-eyed Junco,yeejun
Yellow-eyed Junco (Mexican),yeejun1
Yellow-eyed Junco (Chiapas),yeejun3
Yellow-eyed Junco (Guatemalan),yeejun4
Dark-eyed x Yellow-eyed Junco (hybrid),x00869
Dark-eyed/Yellow-eyed Junco,y00333
Baird's Junco,yeejun2
Volcano Junco,voljun1
Rufous-collared Sparrow,rucspa1
White-crowned Sparrow,whcspa
White-crowned Sparrow (Dark-lored),whcspa2
White-crowned Sparrow (leucophrys),ewcspa1
White-crowned Sparrow (oriantha),mwcspa1
White-crowned Sparrow (Gambel's),gwcspa
White-crowned Sparrow (Yellow-billed),whcspa3
White-crowned Sparrow (nuttalli),nwcspa
White-crowned Sparrow (pugetensis),pswspa1
Golden-crowned Sparrow,gocspa
White-crowned x Golden-crowned Sparrow (hybrid),x00053
Harris's Sparrow,harspa
American Tree x Harris's Sparrow (hybrid),x00752
White-crowned x Harris's Sparrow (hybrid),x00900
White-throated Sparrow,whtspa
White-crowned x White-throated Sparrow (hybrid),x00451
White-crowned/White-throated Sparrow,y00332
Golden-crowned x White-throated Sparrow (hybrid),x00720
Zonotrichia sp.,zonotr1
Dark-eyed Junco x White-throated Sparrow (hybrid),x00039
Sagebrush Sparrow,sagspa1
Bell's Sparrow,belspa2
Bell's Sparrow (belli),belspa1
Bell's Sparrow (canescens),belspa3
Bell's Sparrow (clementeae),scsspa1
Bell's Sparrow (cinerea),sagspa2
Sagebrush/Bell's Sparrow (Sage Sparrow),sagspa
Striped Sparrow,strspa1
Vesper Sparrow,vesspa
Savannah Sparrow,savspa
Savannah Sparrow (Savannah),savspa4
Savannah Sparrow (Ipswich),ipsspa
Savannah Sparrow (Belding's),bldspa
Savannah Sparrow (San Benito),savspa3
Savannah Sparrow (Large-billed),labspa
Sierra Madre Sparrow,simspa1
Song Sparrow,sonspa
Song Sparrow (melodia/atlantica),sonspa2
Song Sparrow (sanaka/maxima),sonspa6
Song Sparrow (rufina Group),sonspa4
Song Sparrow (montana/merrilli),sonspa7
Song Sparrow (heermanni Group),sonspa5
Song Sparrow (samuelis),sonspa8
Song Sparrow (pusillula),sonspa9
Song Sparrow (fallax Group),sonspa1
Song Sparrow (mexicana Group),sonspa3
Lincoln's Sparrow,linspa
Swamp Sparrow,swaspa
Song x Swamp Sparrow (hybrid),x00702
Lincoln's/Swamp Sparrow,y00688
Large-footed Finch,laffin1
Zapata Sparrow,zapspa1
Rusty-crowned Ground-Sparrow,rcgspa1
Canyon Towhee,cantow
White-throated Towhee,whttow1
Abert's Towhee,abetow
Canyon x Abert's Towhee (hybrid),x00870
Canyon/Abert's Towhee,y00331
California Towhee,caltow
White-eared Ground-Sparrow,wegspa1
White-eared Ground-Sparrow (Gray-crowned),whegrs1
White-eared Ground-Sparrow (White-eared),whegrs2
White-faced Ground-Sparrow,pregrs1
Cabanis's Ground-Sparrow,pregrs2
Rusty Sparrow,russpa1
Rufous-crowned Sparrow,rucspa
Oaxaca Sparrow,oaxspa1
Green-tailed Towhee,gnttow
Spotted Towhee,spotow
Spotted Towhee (oregonus Group),spotow1
Spotted Towhee (arcticus),spotow5
Spotted Towhee (maculatus Group),spotow2
Spotted Towhee (Olive-backed),spotow3
Spotted Towhee (Socorro),spotow4
Green-tailed x Spotted Towhee (hybrid),x00706
Eastern Towhee,eastow
Eastern Towhee (Red-eyed),eastow1
Eastern Towhee (White-eyed),eastow2
Spotted x Eastern Towhee (hybrid),x00446
Spotted/Eastern Towhee (Rufous-sided Towhee),y00226
Collared Towhee,coltow1
Spotted x Collared Towhee (hybrid),x00445
towhee sp.,towhee1
Yellow-thighed Finch,yetfin1
Yellow-green Finch,yegfin1
Rufous-capped Brushfinch,rcbfin1
White-naped Brushfinch,wnbfin1
White-naped Brushfinch (White-naped),whnbrf1
White-naped Brushfinch (Yellow-throated),whnbrf2
Moustached Brushfinch,mobfin1
Moustached Brushfinch (Moustached),moubru1
Moustached Brushfinch (Merida),moubru2
Tepui Brushfinch,tebfin1
Santa Marta Brushfinch,smbfin1
Ochre-breasted Brushfinch,obbfin1
Yellow-headed Brushfinch,yehbrf1
Dusky-headed Brushfinch,dhbfin1
White-rimmed Brushfinch,wrbfin1
White-headed Brushfinch,whbfin1
Rufous-eared Brushfinch,rebfin1
Tricolored Brushfinch,trbfin1
Tricolored Brushfinch (Choco),tribrf1
Tricolored Brushfinch (Tricolored),tribrf2
Slaty Brushfinch,slbfin2
Slaty Brushfinch (Slaty),slabru1
Slaty Brushfinch (Taczanowski's),slabru2
Pale-naped Brushfinch,pnbfin1
Antioquia Brushfinch,antbrf1
Yellow-breasted Brushfinch,yebbrf1
Yellow-breasted Brushfinch (nigrifrons),yebbru1
Yellow-breasted Brushfinch (Yellow-breasted),yebbru2
White-winged Brushfinch,wwbfin1
White-winged Brushfinch (White-winged),whwbrf1
White-winged Brushfinch (Paynter's),whwbrf2
Pale-headed Brushfinch,phbfin1
Bay-crowned Brushfinch,bcbfin1
Rusty-bellied Brushfinch,rbbfin1
Apurimac Brushfinch,apubrf1
Black-spectacled Brushfinch,bksbrf1
Vilcabamba Brushfinch,vilbrf1
Cuzco Brushfinch,cuzbrf1
Black-faced Brushfinch,bkfbrf1
Bolivian Brushfinch,rnbfin1
Fulvous-headed Brushfinch,fhbfin1
Yellow-striped Brushfinch,ysbfin1
Atlapetes sp.,brush-1
sparrow sp.,sparro1
Crested Bunting,crebun1
Slaty Bunting,slabun1
Yellowhammer,yellow2
Pine Bunting,pinbun
Yellowhammer x Pine Bunting (hybrid),x00823
Cirl Bunting,cirbun1
Tibetan Bunting,tibbun1
Rock Bunting,rocbun1
Godlewski's Bunting,godbun1
Meadow Bunting,meabun1
Rufous-backed Bunting,rubbun1
Gray-necked Bunting,gyhbun1
Cinereous Bunting,cinbun1
Cinereous Bunting (Gray-bellied),cinbun2
Cinereous Bunting (Yellow-bellied),cinbun3
Ortolan Bunting,ortbun1
Gray-hooded/Ortolan Bunting,y00922
Chestnut-breasted Bunting,chbbun1
Cretzschmar's Bunting,crebun2
House Bunting,houbun3
Striolated Bunting,houbun2
Lark-like Bunting,lalbun1
Cinnamon-breasted Bunting,cibbun1
Gosling's Bunting,gosbun1
Socotra Bunting,socbun1
Cape Bunting,capbun1
Vincent's Bunting,vinbun1
Ochre-rumped Bunting,ocrbun1
Tristram's Bunting,tribun1
Chestnut-eared Bunting,chebun2
Yellow-browed Bunting,yebbun1
Little Bunting,litbun
Rustic Bunting,rusbun
Yellow-throated Bunting,yetbun1
Yellow-breasted Bunting,yebbun
Golden-breasted Bunting,gobbun1
Somali Bunting,sombun1
Brown-rumped Bunting,brrbun1
Cabanis's Bunting,cabbun1
Cabanis's Bunting (Cabanis's),cabbun2
Cabanis's Bunting (Three-streaked),cabbun3
Chestnut Bunting,chebun1
Black-headed Bunting,blhbun1
Red-headed Bunting,rehbun1
Black-headed x Red-headed Bunting (hybrid),x00871
Black-headed/Red-headed Bunting,y00923
Yellow Bunting,yelbun1
Black-faced Bunting,blfbun1
Black-faced Bunting (spodocephala/sordida),bkfbun1
Black-faced Bunting (personata),bkfbun2
Gray Bunting,grybun
Pallas's Bunting,palbun
Reed Bunting,reebun
Pallas's/Reed Bunting,y01015
Corn Bunting,corbun1
Emberiza sp.,emberi1
Western Chat-Tanager,wectan1
Eastern Chat-Tanager,eactan1
Black-crowned Palm-Tanager,bcptan1
Gray-crowned Palm-Tanager,gcptan1
Black-crowned x Gray-crowned Palm-Tanager (hybrid),x00901
White-winged Warbler,whwwar1
Green-tailed Warbler,grtwar1
Puerto Rican Tanager,purtan1
Western Spindalis,wesspi
Western Spindalis (Bahamas Black-backed),wesspi2
Western Spindalis (Bahamas Green-backed),wesspi3
Western Spindalis (Cuban),wesspi4
Western Spindalis (Grand Cayman I.),wesspi5
Western Spindalis (Cozumel I.),wesspi6
Jamaican Spindalis,jamspi
Hispaniolan Spindalis,hisspi
Puerto Rican Spindalis,purspi
Wrenthrush,wrenth1
Yellow-headed Warbler,yehwar1
Oriente Warbler,oriwar1
Yellow-breasted Chat,yebcha
Yellow-breasted Chat (virens),yebcha1
Yellow-breasted Chat (auricollis),yebcha2
Dusky-faced Tanager,duftan1
Olive-backed Tanager,olbtan1
Rose-throated Tanager,rottan1
Hepatic Tanager,heptan
Hepatic Tanager (Northern),heptan1
Hepatic Tanager (Highland),heptan2
Hepatic Tanager (Lowland),heptan3
Summer Tanager,sumtan
Hepatic/Summer Tanager,y00924
Scarlet Tanager,scatan
Summer/Scarlet Tanager,y00925
Western Tanager,westan
Summer x Western Tanager (hybrid),x00824
Scarlet x Western Tanager (hybrid),x00825
Flame-colored Tanager,flctan
Hepatic x Flame-colored Tanager (hybrid),x00826
Western x Flame-colored Tanager (hybrid),x00444
White-winged Tanager,whwtan1
Red-headed Tanager,rehtan1
Red-hooded Tanager,rehtan2
tanager sp. (Piranga sp.),pirang1
Red-crowned Ant-Tanager,rcatan1
Red-crowned Ant-Tanager (Northern),recant1
Red-crowned Ant-Tanager (Scarlet-throated),recant2
Red-crowned Ant-Tanager (Red),recant3
Red-throated Ant-Tanager,rtatan1
Red-throated Ant-Tanager (Salvin's),retant1
Red-throated Ant-Tanager (Red-throated),retant2
Sooty Ant-Tanager,soatan1
Black-cheeked Ant-Tanager,bcatan1
Crested Ant-Tanager,cratan1
ant-tanager sp.,ant-ta1
Carmiol's Tanager,olitan1
Carmiol's Tanager (Carmiol's),cartan1
Carmiol's Tanager (Yellow-lored),cartan2
Lemon-spectacled Tanager,lestan
Ochre-breasted Tanager,ocbtan1
Chlorothraupis sp.,chloro4
Black-faced Grosbeak,blfgro1
Yellow-green Grosbeak,yeggro1
Red-and-black Grosbeak,rabgro1
Crimson-collared Grosbeak,crcgro
Vermilion Cardinal,vercar1
Northern Cardinal,norcar
Northern Cardinal (Common),norcar1
Northern Cardinal (Long-crested),norcar2
Pyrrhuloxia,pyrrhu
Northern Cardinal x Pyrrhuloxia (hybrid),x00774
Northern Cardinal/Pyrrhuloxia,y00647
Yellow Grosbeak,yelgro
Yellow Grosbeak (Northern),yelgro2
Yellow Grosbeak (Guatemalan),yelgro1
Golden Grosbeak,gobgro1
Black-thighed Grosbeak,bltgro1
Black-backed Grosbeak,blbgro2
Black-backed Grosbeak (Merida),bkbgro2
Black-backed Grosbeak (Yellow-throated),bkbgro3
Black-backed Grosbeak (Yellow-rumped),bkbgro4
Black-backed Grosbeak (Black-rumped),bkbgro1
Rose-breasted Grosbeak,robgro
Black-headed Grosbeak,bkhgro
Rose-breasted x Black-headed Grosbeak (hybrid),x00448
Rose-breasted/Black-headed Grosbeak,y00334
Pheucticus sp.,pheuct1
Red-breasted Chat,rebcha1
Red-breasted Chat (Red-breasted),rebcha2
Red-breasted Chat (Tres Marias),rebcha3
Gray-throated Chat,grtcha1
Rose-breasted Chat,robcha1
Rose-breasted Chat (Rose-breasted),robcha2
Rose-breasted Chat (Rose-bellied),robcha3
Blue Seedeater,blusee1
Blue Seedeater (Slate-blue),blusee2
Blue Seedeater (Blue),blusee3
Blue Seedeater (Equatorial),blusee4
Carrizal Seedeater,carsee1
Blackish-blue Seedeater,blbsee3
Glaucous-blue Grosbeak,glbgro1
Blue-black Grosbeak,blbgro1
Blue-black Grosbeak (Blue-black),bubgro1
Blue-black Grosbeak (Amazonian),bubgro2
Ultramarine Grosbeak,ultgro1
Blue Bunting,blubun
Blue Bunting (Middle America),blubun1
Blue Bunting (West Mexico),blubun2
Blue Grosbeak,blugrb1
Lazuli Bunting,lazbun
Indigo Bunting,indbun
Blue Grosbeak x Indigo Bunting (hybrid),x00872
Lazuli x Indigo Bunting (hybrid),ixlbun
Lazuli/Indigo Bunting,y00335
Rose-bellied Bunting,robbun1
Orange-breasted Bunting,orbbun1
Varied Bunting,varbun
Painted Bunting,paibun
Varied x Painted Bunting (hybrid),x00902
Passerina sp.,buntin
Dickcissel,dickci
Yellow-headed Blackbird,yehbla
Bobolink,boboli
Western Meadowlark,wesmea
Eastern Meadowlark,easmea
Eastern Meadowlark (Cuban),easmea3
Eastern Meadowlark (Eastern),easmea2
Eastern Meadowlark (Lilian's),lilmea2
Western x Eastern Meadowlark (hybrid),x00827
Western/Eastern Meadowlark,meadow
Red-breasted Meadowlark,rebbla1
White-browed Meadowlark,whbbla2
Peruvian Meadowlark,permea1
Pampas Meadowlark,pammea1
Long-tailed Meadowlark,lotmea1
Yellow-billed Cacique,yebcac1
Yellow-billed Cacique (Prevost's),yebcac2
Yellow-billed Cacique (Chapman's),yebcac3
Yellow-winged Cacique,yewcac1
Russet-backed Oropendola,ruboro1
Russet-backed Oropendola (Russet-backed),ruboro2
Russet-backed Oropendola (Green-billed),ruboro3
Dusky-green Oropendola,dugoro1
Green Oropendola,greoro1
Crested Oropendola,creoro1
Chestnut-headed Oropendola,chhoro1
Montezuma Oropendola,monoro1
Black Oropendola,blaoro1
Baudo Oropendola,bauoro2
Olive Oropendola,olioro1
Olive Oropendola (Amazonian),olioro2
Olive Oropendola (Para),olioro3
oropendola sp.,oropen1
Solitary Black Cacique,sobcac1
Golden-winged Cacique,gowcac1
Ecuadorian Cacique,ecucac1
Selva Cacique,selcac1
Scarlet-rumped Cacique,scrcac1
Scarlet-rumped Cacique (Scarlet-rumped),scrcac2
Scarlet-rumped Cacique (Pacific),scrcac3
Scarlet-rumped Cacique (Subtropical),scrcac4
Yellow-rumped Cacique,yercac1
Yellow-rumped Cacique (Western),yercac3
Yellow-rumped Cacique (Amazonian),yercac2
Mountain Cacique,moucac1
Mountain Cacique (Golden-shouldered),moucac2
Mountain Cacique (Bolivian),moucac3
Band-tailed Cacique,batoro1
Red-rumped Cacique,rercac1
Casqued Cacique,casoro2
cacique sp.,caciqu1
Hispaniolan Oriole,graori1
Cuban Oriole,graori2
Bahama Oriole,graori3
Puerto Rican Oriole,graori4
St. Lucia Oriole,stlori1
Montserrat Oriole,monori1
Martinique Oriole,marori1
Black-vented Oriole,bkvori
Bar-winged Oriole,bawori1
Black-cowled Oriole,bkcori
Orchard Oriole,orcori
Orchard Oriole (Orchard),orcori2
Orchard Oriole (Fuertes's),orcori3
Hooded Oriole,hooori
Hooded Oriole (cucullatus/sennetti),hooori2
Hooded Oriole (nelsoni Group),hooori1
Hooded Oriole (igneus),hooori3
Orchard/Hooded Oriole,y00488
Yellow-backed Oriole,yebori1
Orange-crowned Oriole,orcori1
White-edged Oriole,wheori1
Yellow-tailed Oriole,yetori1
White-edged/Yellow-tailed Oriole,y00927
Epaulet Oriole,epaori1
Epaulet Oriole (Moriche),epaori2
Epaulet Oriole (Epaulet),epaori3
Variable Oriole,epaori4
Variable Oriole (Yellow-shouldered),varori2
Variable Oriole (Chestnut-shouldered),varori1
Venezuelan Troupial,ventro1
Campo Troupial,camtro1
Orange-backed Troupial,orbtro3
troupial sp.,troupi1
Streak-backed Oriole,stbori
Streak-backed Oriole (West Mexican),stbori1
Streak-backed Oriole (Streak-backed),stbori3
Streak-backed Oriole (Tres Marias Is.),stbori2
Bullock's Oriole,bulori
Orange Oriole,oraori1
Jamaican Oriole,jamori1
Yellow Oriole,yelori1
Spot-breasted Oriole,spbori
Altamira Oriole,altori
Audubon's Oriole,audori
Audubon's Oriole (Audubon's),audori1
Audubon's Oriole (Dickey's),audori2
Altamira x Audubon's Oriole (hybrid),x00449
Baltimore Oriole,balori
Bullock's x Baltimore Oriole (hybrid),x00013
Bullock's/Baltimore Oriole,y00022
Black-backed Oriole,blbori1
Bullock's x Black-backed Oriole (hybrid),x00903
Bullock's/Black-backed Oriole,y00630
Scott's Oriole,scoori
new world oriole sp.,oriole
Jamaican Blackbird,jambla1
Red-winged Blackbird,rewbla
Red-winged Blackbird (Red-winged),rewbla1
Red-winged Blackbird (California Bicolored),rewbla2
Red-winged Blackbird (Mexican Bicolored),rewbla3
Red-shouldered Blackbird,resbla1
Tricolored Blackbird,tribla
Red-winged/Tricolored Blackbird,y00651
Tawny-shouldered Blackbird,tasbla
Red-shouldered/Tawny-shouldered Blackbird,y00926
Yellow-shouldered Blackbird,yesbla1
Screaming Cowbird,scrcow1
Shiny Cowbird,shicow
Screaming/Shiny Cowbird,y00828
Bronzed Cowbird,brocow
Bronzed Cowbird (Bronzed),brocow1
Bronzed Cowbird (Bronze-brown),brocow2
Brown-headed Cowbird,bnhcow
Shiny/Brown-headed Cowbird,y00336
Bronzed/Brown-headed Cowbird,y00337
Giant Cowbird,giacow
Melodious Blackbird,melbla1
Scrub Blackbird,scrbla1
Cuban Blackbird,cubbla
Rusty Blackbird,rusbla
Brewer's Blackbird,brebla
Rusty/Brewer's Blackbird,y00227
Common Grackle,comgra
Common Grackle (Purple),comgra1
Common Grackle (Bronzed),comgra2
Boat-tailed Grackle,botgra
Boat-tailed Grackle (major),botgra1
Boat-tailed Grackle (torreyi/alabamensis),botgra2
Boat-tailed Grackle (westoni),botgra3
Great-tailed Grackle,grtgra
Great-tailed Grackle (Western),grtgra1
Great-tailed Grackle (Great-tailed),grtgra2
Brewer's Blackbird x Great-tailed Grackle (hybrid),x00753
Boat-tailed/Great-tailed Grackle,y00629
Slender-billed Grackle,slbgra1
Nicaraguan Grackle,nicgra1
Greater Antillean Grackle,gragra1
Carib Grackle,cargra1
grackle sp.,grackl
Red-bellied Grackle,rebgra1
Velvet-fronted Grackle,vefgra1
Oriole Blackbird,oribla1
Mountain Grackle,mougra1
Golden-tufted Grackle,gotgra1
Austral Blackbird,ausbla1
Scarlet-headed Blackbird,schbla1
Forbes's Blackbird,forbla1
Chopi Blackbird,chobla1
Bolivian Blackbird,bolbla1
Grayish Baywing,bawcow4
Pale Baywing,bawcow3
Grayish/Pale Baywing,bawcow2
Pale-eyed Blackbird,paebla2
Unicolored Blackbird,unibla2
Yellow-winged Blackbird,yewbla2
Chestnut-capped Blackbird,chcbla2
Yellow-hooded Blackbird,yehbla2
Saffron-cowled Blackbird,sacbla2
Yellow-rumped Marshbird,yermar1
Brown-and-yellow Marshbird,baymar1
blackbird sp.,blackb
Common Chaffinch,comcha
Common Chaffinch (Common),comcha3
